date,narration,bill_no,value_date,debit,credit,premimum,net
2026-05-13,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-05-12,1265137.15,254722.84,1626920.0,616505.69
2026-05-14,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-05-13,1265137.15,254722.84,1627385.0,616970.69
2026-05-15,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-05-14,1265137.15,254722.84,1495185.0,484770.69
2026-05-18,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-05-15,1265137.15,254722.84,1536801.0,526386.69
2026-05-19,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-05-18,1265137.15,254722.84,1550575.0,540160.69
2026-05-20,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-05-19,1265137.15,254722.84,1561222.0,550807.69
2026-05-21,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-05-20,1265137.15,254722.84,1531351.0,520936.69
2026-05-22,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-05-21,1265137.15,254722.84,1535956.0,525541.69
2026-05-25,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-05-22,1265137.15,254722.84,1470891.0,460476.69
2026-05-26,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-05-25,1265137.15,254722.84,1288118.0,277703.69
2026-05-27,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-05-26,1265137.15,254722.84,1342747.0,332332.69
2026-05-29,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-05-27,1265137.15,254722.84,1339409.0,328994.69
2026-06-01,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-05-29,1265137.15,254722.84,1481623.0,471208.69
2026-06-02,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-01,1265137.15,254722.84,1646398.0,635983.69
2026-06-03,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-02,1265137.15,254722.84,1547659.0,537244.69
2026-06-04,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-03,1265137.15,254722.84,1578967.0,568552.69
2026-06-05,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-04,1265137.15,254722.84,1608204.0,597789.69
2026-06-08,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-05,1265137.15,254722.84,1632835.0,622420.69
2026-06-09,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-08,1265137.15,254722.84,1814933.0,804518.69
2026-06-10,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-09,1265137.15,254722.84,1700942.0,690527.69
2026-06-11,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-10,1265137.15,254722.84,1786625.0,776210.69
2026-06-12,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-11,1265137.15,254722.84,1815271.0,804856.69
2026-06-15,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-12,1265137.15,254722.84,1514789.0,504374.69
2026-06-16,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-15,1265137.15,254722.84,1352971.0,342556.69
2026-06-17,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-16,1265137.15,254722.84,1297497.0,287082.69
2026-06-18,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-17,1265137.15,254722.84,1251149.0,240734.69
2026-06-19,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-18,1265137.15,254722.84,1170620.0,160205.69
2026-06-22,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-19,1265137.15,254722.84,1239657.0,229242.69
2026-06-23,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-22,1265137.15,254722.84,1196520.0,186105.69
2026-06-24,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-23,1265137.15,254722.84,1371646.0,361231.69
2026-06-25,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-24,1265137.15,254722.84,1246037.0,235622.69
2026-06-29,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-25,1265137.15,254722.84,1218743.0,208328.69
2026-06-30,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-29,1265137.15,254722.84,1285540.0,275125.69
2026-07-01,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-06-30,1265137.15,254722.84,1284315.0,273900.69
2026-07-02,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-01,1265137.15,254722.84,1271133.0,260718.69
2026-07-03,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-02,1265137.15,254722.84,1173493.0,163078.69
2026-07-06,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-03,1265137.15,254722.84,1107921.0,97506.69
2026-07-07,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-06,1265137.15,254722.84,1032463.0,22048.69
2026-07-08,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-07,1265137.15,254722.84,1052067.0,41652.69
2026-07-09,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-08,1265137.15,254722.84,1370970.0,360555.69
2026-07-10,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-09,1265137.15,254722.84,1324368.0,313953.69
2026-07-13,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-10,1265137.15,254722.84,1168212.0,157797.69
2026-07-14,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-13,1265137.15,254722.84,1169142.0,158727.69
2026-07-15,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-14,1265137.15,254722.84,1305187.0,294772.69
2026-07-16,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-15,1265137.15,254722.84,1270668.0,260253.69
2026-07-17,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-16,1265137.15,254722.84,1246332.0,235917.69
2026-07-20,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-17,1265137.15,254722.84,1127906.0,117491.69
2026-07-21,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-20,1265137.15,254722.84,1160692.0,150277.69
2026-07-22,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-21,1265137.15,254722.84,1202139.0,191724.69
2026-07-23,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-22,1265137.15,254722.84,1317946.0,307531.69
2026-07-24,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-23,1265137.15,254722.84,1399996.0,389581.69
2026-07-27,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-24,1265137.15,254722.84,1450231.0,439816.69
2026-07-28,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-27,1265137.15,254722.84,1290653.0,280238.69
2026-07-29,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-28,1265137.15,254722.84,1296061.0,285646.69
2026-07-30,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-29,1265137.15,254722.84,1173578.0,163163.69
2026-07-31,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-30,1265137.15,254722.84,1144721.0,134306.69
2026-08-03,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-07-31,1265137.15,254722.84,1087261.0,76846.69
2026-08-04,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-03,1265137.15,254722.84,964947.0,-45467.31
2026-08-05,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-04,1265137.15,254722.84,990255.0,-20159.31
2026-08-06,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-05,1265137.15,254722.84,934189.0,-76225.31
2026-08-07,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-06,1265137.15,254722.84,891770.0,-118644.31
2026-08-10,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-07,1265137.15,254722.84,933936.0,-76478.31
2026-08-11,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-10,1265137.15,254722.84,929331.0,-81083.31
2026-08-12,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-11,1265137.15,254722.84,984213.0,-26201.31
2026-08-13,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-12,1265137.15,254722.84,1019915.0,9500.69
2026-08-14,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-13,1265137.15,254722.84,1009479.0,-935.31
2026-08-17,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-14,1265137.15,254722.84,1019408.0,8993.69
2026-08-18,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-17,1265137.15,254722.84,1039941.0,29526.69
2026-08-19,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-18,1265137.15,254722.84,1147383.0,136968.69
2026-08-20,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-19,1265137.15,254722.84,1215870.0,205455.69
2026-08-21,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-20,1265137.15,254722.84,1108513.0,98098.69
2026-08-24,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-21,1265137.15,254722.84,1114259.0,103844.69
2026-08-25,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-24,1265137.15,254722.84,1159213.0,148798.69
2026-08-26,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-25,1265137.15,254722.84,1061615.0,51200.69
2026-08-27,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-26,1265137.15,254722.84,1079107.0,68692.69
2026-08-28,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-27,1265137.15,254722.84,1183000.0,172585.69
2026-08-31,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-28,1265137.15,254722.84,1150763.0,140348.69
2026-09-01,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-08-31,1265137.15,254722.84,1206406.0,195991.69
2026-09-02,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-09-01,1265137.15,254722.84,1328086.0,317671.69
2026-09-03,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-09-02,1265137.15,254722.84,1392602.0,382187.69
2026-09-04,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-09-03,1265137.15,254722.84,1387236.0,376821.69
2026-09-07,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-09-04,1265137.15,254722.84,1352084.0,341669.69
2026-09-08,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_8-0603,2026-09-07,1265137.15,254722.84,1486566.0,476151.69
