Date,Narration,Bill No,Value Date,Debit,Credit,Premimum,Net,nifty 29/12/26   26000PE,845.0
2026-01-20 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-01-19 00:00:00,1729410.52,20377,464130,-1244903.52,,
2026-01-21 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-01-20 00:00:00,1729410.52,20377,650520,-1058513.52,,
2026-01-22 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-01-21 00:00:00,1729410.52,20377,715275,-993758.52,,
2026-01-23 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-01-22 00:00:00,1729410.52,20377,603810,-1105223.52,,
2026-01-27 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-01-23 00:00:00,1729410.52,20377,770310,-938723.52,,
2026-01-28 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-01-27 00:00:00,1729410.52,20377,669960,-1039073.52,,
2026-01-29 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-01-28 00:00:00,1729410.52,20377,608670,-1100363.52,,
2026-01-30 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-01-29 00:00:00,1729410.52,20377,559305,-1149728.52,,
2026-02-02 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-01-30 00:00:00,1729410.52,20377,619290,-1089743.52,,
2026-02-02 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-01 00:00:00,1729410.52,20377,982215,-726818.52,,
2026-02-03 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-02 00:00:00,1729410.52,20377,788625,-920408.52,,
2026-02-04 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-03 00:00:00,1729410.52,20377,413685,-1295348.52,,
2026-02-05 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-04 00:00:00,1729410.52,20377,382455,-1326578.52,,
2026-02-06 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-05 00:00:00,1729410.52,20377,428265,-1280768.52,,
2026-02-09 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-06 00:00:00,1729410.52,20377,415980,-1293053.52,,
2026-02-10 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-09 00:00:00,1729410.52,20377,329175,-1379858.52,,
2026-02-11 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-10 00:00:00,1729410.52,20377,289530,-1419503.52,,
2026-02-12 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-11 00:00:00,1729410.52,20377,274410,-1434623.52,,
2026-02-13 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-12 00:00:00,1729410.52,20377,325530,-1383503.52,,
2026-02-16 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-13 00:00:00,1729410.52,20377,498015,-1211018.52,,
2026-02-17 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-16 00:00:00,1729410.52,20377,394335,-1314698.52,,
2026-02-18 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-17 00:00:00,1729410.52,20377,377595,-1331438.52,,
2026-02-19 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-18 00:00:00,1729410.52,20377,321795,-1387238.52,,
2026-02-20 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-19 00:00:00,1729410.52,20377,531630,-1177403.52,,
2026-02-23 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-20 00:00:00,1729410.52,20377,450900,-1258133.52,,
2026-02-24 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-23 00:00:00,1729410.52,20377,388395,-1320638.52,,
2026-02-25 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-24 00:00:00,1729410.52,20377,529875,-1179158.52,,
2026-02-26 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-25 00:00:00,1729410.52,20377,492705,-1216328.52,,
2026-02-27 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-26 00:00:00,1729410.52,20377,481410,-1227623.52,,
2026-03-02 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-02-27 00:00:00,1729410.52,20377,685620,-1023413.52,,
2026-03-04 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-03-02 00:00:00,1729410.52,20377,972135,-736898.52,,
2026-03-05 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-03-04 00:00:00,1729410.52,20377,1309905,-399128.52,,
2026-03-06 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_7-0611,2026-03-05 00:00:00,1729410.52,20377,1064025,-645008.52,,
2026-03-09 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-03-06 00:00:00,1729410.52,84606.09,1206634.75,-438169.68,,
2026-03-10 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-03-09 00:00:00,1729410.52,84606.09,1461166,-183638.43,,
2026-03-11 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-03-10 00:00:00,1729410.52,84606.09,1241213,-403591.43,,
2026-03-12 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-03-11 00:00:00,1729410.52,84606.09,1512220,-132584.43,,
2026-03-13 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-03-12 00:00:00,1729410.52,84606.09,1611196,-33608.43,,
2026-03-16 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-03-13 00:00:00,1729410.52,84606.09,1888358,243553.57,,
2026-03-17 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-03-16 00:00:00,1729410.52,84606.09,1769070,124265.57,,
2026-03-18 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-03-17 00:00:00,1729410.52,84606.09,1627062,-17742.43,,
2026-03-19 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-03-18 00:00:00,1729410.52,84606.09,1530047,-114757.43,,
2026-03-20 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-03-19 00:00:00,1729410.52,84606.09,2005597,360792.57,,
2026-03-23 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-03-20 00:00:00,1729410.52,84606.09,1922300,277495.57,,
2026-03-24 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-03-23 00:00:00,1729410.52,84606.09,2368781,723976.57,,
2026-03-25 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-03-24 00:00:00,1729410.52,84606.09,2069397,424592.57,,
2026-03-27 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-03-25 00:00:00,1729410.52,84606.09,1829979,185174.57,,
2026-03-30 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-03-27 00:00:00,1729410.52,84606.09,2168156,523351.57,,
2026-04-01 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-03-30 00:00:00,1729410.52,286126.87,2295104,851820.35,,
2026-04-02 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-01 00:00:00,1729410.52,286126.87,2026352,583068.35,,
2026-04-06 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-02 00:00:00,1729410.52,286126.87,2013466,570182.35,,
2026-04-07 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-06 00:00:00,1729410.52,286126.87,1849113,405829.35,,
2026-04-08 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-07 00:00:00,1729410.52,286126.87,1787513,344229.35,,
2026-04-09 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-08 00:00:00,1729410.52,286126.87,1273203,-170080.65,,
2026-04-10 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-09 00:00:00,1729410.52,286126.87,1366829,-76454.65,,
2026-04-13 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-10 00:00:00,1729410.52,286126.87,1253980,-189303.65,,
2026-04-15 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-13 00:00:00,1729410.52,286126.87,1373378,-69905.65,,
2026-04-16 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-15 00:00:00,1729410.52,286126.87,1160523,-282760.65,,
2026-04-17 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-16 00:00:00,1729410.52,286126.87,1167832,-275451.65,,
2026-04-20 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-17 00:00:00,1729410.52,286126.87,1097739,-345544.65,,
2026-04-21 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-20 00:00:00,1729410.52,286126.87,1116836,-326447.65,,
2026-04-22 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-21 00:00:00,1729410.52,286126.87,991438,-451845.65,,
2026-04-23 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-22 00:00:00,1729410.52,286126.87,1080036,-363247.65,,
2026-04-24 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-23 00:00:00,1729410.52,286126.87,1193224,-250059.65,,
2026-04-27 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-24 00:00:00,1729410.52,286126.87,1323101,-120182.65,,
2026-04-28 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-27 00:00:00,1729410.52,286126.87,1228123,-215160.65,,
2026-04-29 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-28 00:00:00,1729410.52,286126.87,1303285,-139998.65,,
2026-04-30 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-29 00:00:00,1729410.52,286126.87,1204632,-238651.65,,
2026-05-04 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-04-30 00:00:00,1729410.52,286126.87,1310214,-133069.65,,
2026-05-05 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-04 00:00:00,1729410.52,286126.87,1244135,-199148.65,,
2026-05-06 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-05 00:00:00,1729410.52,286126.87,1298976,-144307.65,,
2026-05-07 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-06 00:00:00,1729410.52,286126.87,1112611,-330672.65,,
2026-05-08 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-07 00:00:00,1729410.52,286126.87,1126342,-316941.65,,
2026-05-11 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-08 00:00:00,1729410.52,286126.87,1201252,-242031.65,,
2026-05-12 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-11 00:00:00,1729410.52,286126.87,1391250,-52033.65,,
2026-05-13 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-12 00:00:00,1729410.52,286126.87,1626920,183636.35,,
2026-05-14 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-13 00:00:00,1729410.52,286126.87,1627385,184101.35,,
2026-05-15 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-14 00:00:00,1729410.52,286126.87,1495185,51901.35,,
2026-05-18 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-15 00:00:00,1729410.52,286126.87,1536801,93517.35,,
2026-05-19 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-18 00:00:00,1729410.52,286126.87,1550575,107291.35,,
2026-05-20 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-19 00:00:00,1729410.52,286126.87,1561222,117938.35,,
2026-05-21 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-20 00:00:00,1729410.52,286126.87,1531351,88067.35,,
2026-05-22 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-21 00:00:00,1729410.52,286126.87,1535956,92672.35,,
2026-05-25 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-22 00:00:00,1729410.52,286126.87,1470891,27607.35,,
2026-05-26 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-25 00:00:00,1729410.52,286126.87,1288118,-155165.65,,
2026-05-27 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-26 00:00:00,1729410.52,286126.87,1342747,-100536.65,,
2026-05-29 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-27 00:00:00,1729410.52,286126.87,1339409,-103874.65,,
2026-06-01 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-05-29 00:00:00,1729410.52,286126.87,1481623,38339.35,,
2026-06-02 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-01 00:00:00,1729410.52,286126.87,1646398,203114.35,,
2026-06-03 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-02 00:00:00,1729410.52,286126.87,1547659,104375.35,,
2026-06-04 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-03 00:00:00,1729410.52,286126.87,1578967,135683.35,,
2026-06-05 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-04 00:00:00,1729410.52,286126.87,1608204,164920.35,,
2026-06-08 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-05 00:00:00,1729410.52,286126.87,1632835,189551.35,,
2026-06-09 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-08 00:00:00,1729410.52,286126.87,1814933,371649.35,,
2026-06-10 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-09 00:00:00,1729410.52,286126.87,1700942,257658.35,,
2026-06-11 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-10 00:00:00,1729410.52,286126.87,1786625,343341.35,,
2026-06-12 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-11 00:00:00,1729410.52,286126.87,1815271,371987.35,,
2026-06-15 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-12 00:00:00,1729410.52,286126.87,1514789,71505.35,,
2026-06-16 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-15 00:00:00,1729410.52,286126.87,1352971,-90312.65,,
2026-06-17 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-16 00:00:00,1729410.52,286126.87,1297497,-145786.65,,
2026-06-18 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-17 00:00:00,1729410.52,286126.87,1251149,-192134.65,,
2026-06-19 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-18 00:00:00,1729410.52,286126.87,1170620,-272663.65,,
2026-06-22 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-19 00:00:00,1729410.52,286126.87,1239657,-203626.65,,
2026-06-23 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-22 00:00:00,1729410.52,286126.87,1196520,-246763.65,,
2026-06-24 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-23 00:00:00,1729410.52,286126.87,1371646,-71637.65,,
2026-06-25 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-24 00:00:00,1729410.52,286126.87,1246037,-197246.65,,
2026-06-29 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-25 00:00:00,1729410.52,286126.87,1218743,-224540.65,,
2026-06-30 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-29 00:00:00,1729410.52,286126.87,1285540,-157743.65,,
2026-07-01 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-06-30 00:00:00,1729410.52,286126.87,1284315,-158968.65,,
2026-07-02 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-01 00:00:00,1729410.52,286126.87,1271133,-172150.65,,
2026-07-03 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-02 00:00:00,1729410.52,286126.87,1173493,-269790.65,,
2026-07-06 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-03 00:00:00,1729410.52,286126.87,1107921,-335362.65,,
2026-07-07 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-06 00:00:00,1729410.52,286126.87,1032463,-410820.65,,
2026-07-08 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-07 00:00:00,1729410.52,286126.87,1052067,-391216.65,,
2026-07-09 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-08 00:00:00,1729410.52,286126.87,1370970,-72313.65,,
2026-07-10 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-09 00:00:00,1729410.52,286126.87,1324368,-118915.65,,
2026-07-13 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-10 00:00:00,1729410.52,286126.87,1168212,-275071.65,,
2026-07-14 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-13 00:00:00,1729410.52,286126.87,1169142,-274141.65,,
2026-07-15 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-14 00:00:00,1729410.52,286126.87,1305187,-138096.65,,
2026-07-16 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-15 00:00:00,1729410.52,286126.87,1270668,-172615.65,,
2026-07-17 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-16 00:00:00,1729410.52,286126.87,1246332,-196951.65,,
2026-07-20 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-17 00:00:00,1729410.52,286126.87,1127906,-315377.65,,
2026-07-21 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-20 00:00:00,1729410.52,286126.87,1160692,-282591.65,,
2026-07-22 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-21 00:00:00,1729410.52,286126.87,1202139,-241144.65,,
2026-07-23 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-22 00:00:00,1729410.52,286126.87,1317946,-125337.65,,
2026-07-24 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-23 00:00:00,1729410.52,286126.87,1399996,-43287.65,,
2026-07-27 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-24 00:00:00,1729410.52,286126.87,1450231,6947.35,,
2026-07-28 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-27 00:00:00,1729410.52,286126.87,1290653,-152630.65,,
2026-07-29 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-28 00:00:00,1729410.52,286126.87,1296061,-147222.65,,
2026-07-30 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-29 00:00:00,1729410.52,286126.87,1173578,-269705.65,,
2026-07-31 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-30 00:00:00,1729410.52,286126.87,1144721,-298562.65,,
2026-08-03 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-07-31 00:00:00,1729410.52,286126.87,1087261,-356022.65,,
2026-08-04 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-03 00:00:00,1729410.52,286126.87,964947,-478336.65,,
2026-08-05 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-04 00:00:00,1729410.52,286126.87,990255,-453028.65,,
2026-08-06 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-05 00:00:00,1729410.52,286126.87,934189,-509094.65,,
2026-08-07 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-06 00:00:00,1729410.52,286126.87,891770,-551513.65,,
2026-08-10 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-07 00:00:00,1729410.52,286126.87,933936,-509347.65,,
2026-08-11 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-10 00:00:00,1729410.52,286126.87,929331,-513952.65,,
2026-08-12 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-11 00:00:00,1729410.52,286126.87,984213,-459070.65,,
2026-08-13 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-12 00:00:00,1729410.52,286126.87,1019915,-423368.65,,
2026-08-14 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-13 00:00:00,1729410.52,286126.87,1009479,-433804.65,,
2026-08-17 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-14 00:00:00,1729410.52,286126.87,1019408,-423875.65,,
2026-08-18 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-17 00:00:00,1729410.52,286126.87,1039941,-403342.65,,
2026-08-19 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-18 00:00:00,1729410.52,286126.87,1147383,-295900.65,,
2026-08-20 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-19 00:00:00,1729410.52,286126.87,1215870,-227413.65,,
2026-08-21 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-20 00:00:00,1729410.52,286126.87,1108513,-334770.65,,
2026-08-24 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-21 00:00:00,1729410.52,286126.87,1114259,-329024.65,,
2026-08-25 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-24 00:00:00,1729410.52,286126.87,1159213,-284070.65,,
2026-08-26 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-25 00:00:00,1729410.52,286126.87,1061615,-381668.65,,
2026-08-27 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-26 00:00:00,1729410.52,286126.87,1079107,-364176.65,,
2026-08-28 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-27 00:00:00,1729410.52,286126.87,1183000,-260283.65,,
2026-08-31 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-28 00:00:00,1729410.52,286126.87,1150763,-292520.65,,
2026-09-01 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-08-31 00:00:00,1729410.52,286126.87,1206406,-236877.65,,
2026-09-02 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-09-01 00:00:00,1729410.52,286126.87,1328086,-115197.65,,
2026-09-03 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-09-02 00:00:00,1729410.52,286126.87,1392602,-50681.65,,
2026-09-04 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-09-03 00:00:00,1729410.52,286126.87,1387236,-56047.65,,
2026-09-07 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-09-04 00:00:00,1729410.52,286126.87,1352084,-91199.65,,
2026-09-08 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-09-07 00:00:00,1729410.52,286126.87,1486566,43282.35,,
2026-09-09 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-09-08 00:00:00,1729410.52,286126.87,1583572,140288.35,,
2026-09-10 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-09-09 00:00:00,1729410.52,286126.87,1739855,296571.35,,
2026-09-11 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_7-0603,2026-09-10 00:00:00,1729410.52,286126.87,1800652,357368.35,,
