,,,,dr,cr,net,holding,p&l,,
2026-04-20 00:00:00,Settlement Posting-NG6026,DLV1-0902-NG6026/HPC39_7,2026-04-17 00:00:00,,0,-20218841.33,23343922,3125080.67,,
2026-04-21 00:00:00,Settlement Posting-NG6026,DLV1-0902-NG6026/HPC39_7,2026-04-20 00:00:00,,0,-20218841.33,23187889,2969047.67,,
2026-04-22 00:00:00,Settlement Posting-NG6026,DLV1-0902-NG6026/HPC39_7,2026-04-21 00:00:00,,0,-20218841.33,23296062,3077220.67,,
2026-04-23 00:00:00,Settlement Posting-NG6026,DLV1-0902-NG6026/HPC39_7,2026-04-22 00:00:00,,0,-20218841.33,23464196,3245354.67,,
2026-04-24 00:00:00,Settlement Posting-NG6026,DLV1-0902-NG6026/HPC39_7,2026-04-23 00:00:00,,0,-20218841.33,23312224,3093382.67,,
2026-04-27 00:00:00,Settlement Posting-NG6026,DLV1-0902-NG6026/HPC39_7,2026-04-24 00:00:00,,0,-20218841.33,23092440,2873598.67,,
2026-04-28 00:00:00,Settlement Posting-NG6026,DLV1-0902-NG6026/HPC39_7,2026-04-27 00:00:00,,0,-20218841.33,23195892,2977050.67,,
2026-04-29 00:00:00,Settlement Posting-NG6026,DLV1-0902-NG6026/HPC39_7,2026-04-28 00:00:00,,0,-20218841.33,23316516,3097674.67,,
2026-04-30 00:00:00,Settlement Posting-NG6026,DLV1-0902-NG6026/HPC39_7,2026-04-29 00:00:00,,0,-20218841.33,23556434,3337592.67,,
2026-05-04 00:00:00,Settlement Posting-NG6026,DLV1-0902-NG6026/HPC39_7,2026-04-30 00:00:00,,0,-20218841.33,23215067,2996225.67,,
2026-05-05 00:00:00,Settlement Posting-NG6026,DLV1-0902-NG6026/HPC39_7,2026-05-04 00:00:00,,0,-20218841.33,23154656,2935814.67,,
2026-05-06 00:00:00,Settlement Posting-NG6082,DLV3-0605-NG6082/HPC39_7,2026-05-05 00:00:00,0,456798.38,-19762043.07,23677077,3915033.93,,
2026-05-06 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-05-05 00:00:00,873130.76,0,-20635173.83,23677077,3041903.17,,
2026-05-07 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-05-06 00:00:00,,0,-20635173.83,23784643,3149469.17,,
2026-05-08 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-05-07 00:00:00,,0,-20635173.83,24235615,3600441.17,,
2026-05-11 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-05-08 00:00:00,,0,-20635173.83,24165914,3530740.17,,
2026-05-12 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-05-11 00:00:00,,0,-20635173.83,23924073,3288899.17,,
2026-05-13 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-05-12 00:00:00,,0,-20635173.83,23158047,2522873.17,,
2026-05-14 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-05-13 00:00:00,,0,-20635173.83,23394890,2759716.17,,
2026-05-15 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-05-14 00:00:00,,0,-20635173.83,23523576,2888402.17,,
2026-05-18 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-05-15 00:00:00,,0,-20635173.83,23382716,2747542.17,,
2026-05-19 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-05-18 00:00:00,,0,-20635173.83,23071319,2436145.17,,
2026-05-20 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-05-19 00:00:00,,0,-20635173.83,23113390,2478216.17,,
2026-05-21 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-05-20 00:00:00,,0,-20635173.83,23422957,2787783.17,,
2026-05-22 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-05-21 00:00:00,,0,-20635173.83,23578288,2943114.17,,
2026-05-25 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-05-22 00:00:00,,0,-20635173.83,23497950,2862776.17,,
2026-05-26 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-05-25 00:00:00,,0,-20635173.83,23625679,2990505.17,,
2026-05-27 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-05-26 00:00:00,,0,-20635173.83,23867963,3232789.17,,
2026-05-29 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-05-27 00:00:00,,0,-20635173.83,24211527,3576353.17,,
2026-06-01 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-05-29 00:00:00,,0,-20635173.83,24073114,3437940.17,,
2026-06-02 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-01 00:00:00,,0,-20635173.83,23683649,3048475.17,,
2026-06-03 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-02 00:00:00,,0,-20635173.83,23804738,3169564.17,,
2026-06-04 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-03 00:00:00,,0,-20635173.83,23468218,2833044.17,,
2026-06-05 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-04 00:00:00,,0,-20635173.83,23736952,3101778.17,,
2026-06-08 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-05 00:00:00,,0,-20635173.83,23527924,2892750.17,,
2026-06-09 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-08 00:00:00,,0,-20635173.83,22821186,2186012.17,,
2026-06-10 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-09 00:00:00,,0,-20635173.83,23279742,2644568.17,,
2026-06-11 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-10 00:00:00,,0,-20635173.83,22829027,2193853.17,,
2026-06-12 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-11 00:00:00,,0,-20635173.83,22665171,2029997.17,,
2026-06-15 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-12 00:00:00,,0,-20635173.83,23415748,2780574.17,,
2026-06-16 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-15 00:00:00,,0,-20635173.83,23834986,3199812.17,,
2026-06-17 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-16 00:00:00,,0,-20635173.83,23864490,3229316.17,,
2026-06-18 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-17 00:00:00,,0,-20635173.83,24139962,3504788.17,,
2026-06-19 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-18 00:00:00,,0,-20635173.83,24301968,3666794.17,,
2026-06-22 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-19 00:00:00,,0,-20635173.83,24524836,3889662.17,,
2026-06-23 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-22 00:00:00,,0,-20635173.83,24985805,4350631.17,,
2026-06-24 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-23 00:00:00,,0,-20635173.83,24849687,4214513.17,,
2026-06-25 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-24 00:00:00,,0,-20635173.83,24710059,4074885.17,,
2026-06-29 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-25 00:00:00,,0,-20635173.83,24447797,3812623.17,,
2026-06-30 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-29 00:00:00,,0,-20635173.83,24416755,3781581.17,,
2026-07-01 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-06-30 00:00:00,,0,-20635173.83,24370200,3735026.17,,
2026-07-02 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-01 00:00:00,,0,-20635173.83,24271609,3636435.17,,
2026-07-03 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-02 00:00:00,,0,-20635173.83,24345898,3710724.17,,
2026-07-06 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-03 00:00:00,,0,-20635173.83,23935488,3300314.17,,
2026-07-07 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-06 00:00:00,,0,-20635173.83,24159752,3524578.17,,
2026-07-08 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-07 00:00:00,,0,-20635173.83,23724082,3088908.17,,
2026-07-09 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-08 00:00:00,,0,-20635173.83,23487568,2852394.17,,
2026-07-10 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-09 00:00:00,,0,-20635173.83,23958332,3323158.17,,
2026-07-13 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-10 00:00:00,,0,-20635173.83,24139885,3504711.17,,
2026-07-14 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-13 00:00:00,,0,-20635173.83,23998950,3363776.17,,
2026-07-15 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-14 00:00:00,,0,-20635173.83,23880724,3245550.17,,
2026-07-16 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-15 00:00:00,,0,-20635173.83,24163606,3528432.17,,
2026-07-17 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-16 00:00:00,,0,-20635173.83,24022909,3387735.17,,
2026-07-20 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-17 00:00:00,,0,-20635173.83,23418274,2783100.17,,
2026-07-21 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-20 00:00:00,,0,-20635173.83,23532572,2897398.17,,
2026-07-22 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-21 00:00:00,,0,-20635173.83,23780407,3145233.17,,
2026-07-23 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-22 00:00:00,,0,-20635173.83,23646452,3011278.17,,
2026-07-24 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-23 00:00:00,,0,-20635173.83,23392670,2757496.17,,
2026-07-27 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-24 00:00:00,,0,-20635173.83,23217926,2582752.17,,
2026-07-28 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-27 00:00:00,,0,-20635173.83,23520723,2885549.17,,
2026-07-29 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-28 00:00:00,,0,-20635173.83,23253055,2617881.17,,
2026-07-30 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-29 00:00:00,,0,-20635173.83,23526093,2890919.17,,
2026-07-31 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-30 00:00:00,,0,-20635173.83,23409731,2774557.17,,
2026-08-03 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-07-31 00:00:00,,0,-20635173.83,23816177,3181003.17,,
2026-08-04 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-08-03 00:00:00,,0,-20635173.83,24168174,3533000.17,,
2026-08-05 00:00:00,Settlement Posting-NU6082,DLV1-0605-NU6082/HPC39_7,2026-08-04 00:00:00,,0,-20635173.83,24168174,3533000.17,,
2026-08-06 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-05 00:00:00,0,107053.34,-20528119.49,24478239,3950119.51,,
2026-08-07 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-06 00:00:00,0,,-20528119.49,24356369,3828249.51,,
2026-08-10 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-07 00:00:00,0,,-20528119.49,24447202,3919082.51,,
2026-08-11 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-10 00:00:00,0,,-20528119.49,24450360,3922240.51,,
2026-08-12 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-11 00:00:00,0,,-20528119.49,24583404,4055284.51,,
2026-08-13 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-12 00:00:00,0,,-20528119.49,24768902,4240782.51,,
2026-08-14 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-13 00:00:00,0,,-20528119.49,24714294,4186174.51,,
2026-08-17 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-14 00:00:00,0,,-20528119.49,24604121,4076001.51,,
2026-08-18 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-17 00:00:00,0,,-20528119.49,24660231,4132111.51,,
2026-08-19 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-18 00:00:00,0,,-20528119.49,25069114,4540994.51,,
2026-08-20 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-19 00:00:00,0,,-20528119.49,24767313,4239193.51,,
2026-08-21 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-20 00:00:00,0,,-20528119.49,24869906,4341786.51,,
2026-08-24 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-21 00:00:00,0,,-20528119.49,25206818,4678698.51,,
2026-08-25 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-24 00:00:00,0,,-20528119.49,25240566,4712446.51,,
2026-08-26 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-25 00:00:00,0,,-20528119.49,25171877,4643757.51,,
2026-08-27 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-26 00:00:00,0,,-20528119.49,25216645,4688525.51,,
2026-08-28 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-27 00:00:00,0,,-20528119.49,25390929,4862809.51,,
2026-08-31 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-28 00:00:00,0,,-20528119.49,25460902,4932782.51,,
2026-09-01 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-08-31 00:00:00,0,,-20528119.49,25278893,4750773.51,,
2026-09-02 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-09-01 00:00:00,0,,-20528119.49,25086359,4558239.51,,
2026-09-03 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-09-02 00:00:00,0,,-20528119.49,24862646,4334526.51,,
2026-09-04 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-09-03 00:00:00,0,,-20528119.49,25117460,4589340.51,,
2026-09-07 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-09-04 00:00:00,0,,-20528119.49,25053969,4525849.51,,
2026-09-08 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-09-07 00:00:00,0,,-20528119.49,25191770,4663650.51,,
2026-09-09 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-09-08 00:00:00,0,,-20528119.49,25482419,4954299.51,,
2026-09-10 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-09-09 00:00:00,0,,-20528119.49,25550453,5022333.51,,
2026-09-11 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-09-10 00:00:00,0,,-20528119.49,25581781,5053661.51,,
2026-09-15 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-09-11 00:00:00,0,,-20528119.49,25396417,4868297.51,,
2026-09-16 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-09-15 00:00:00,0,,-20528119.49,24384874,3856754.51,,
2026-09-17 00:00:00,Settlement Posting-NG6146,DLV4-0608-NG6146/HPC39_7,2026-09-16 00:00:00,0,,-20528119.49,24377781,3849661.51,,
