Date,Narration,Bill No,Value Date,Debit,Credit,Premimum,Net,nifty  29/12/26  26000 pe,390.0
2026-05-29 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-27 00:00:00,897940.98,243508.53,618189,-36243.45,,
2026-06-01 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-29 00:00:00,897940.98,243508.53,683826,29393.55,,
2026-06-02 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-01 00:00:00,897940.98,243508.53,759876,105443.55,,
2026-06-03 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-02 00:00:00,897940.98,243508.53,714304,59871.55,,
2026-06-04 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-03 00:00:00,897940.98,243508.53,728754,74321.55,,
2026-06-05 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-04 00:00:00,897940.98,243508.53,742248,87815.55,,
2026-06-08 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-05 00:00:00,897940.98,243508.53,753616,99183.55,,
2026-06-09 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-08 00:00:00,897940.98,243508.53,837661,183228.55,,
2026-06-10 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-09 00:00:00,897940.98,243508.53,785050,130617.55,,
2026-06-11 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-10 00:00:00,897940.98,243508.53,824596,170163.55,,
2026-06-12 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-11 00:00:00,897940.98,243508.53,837817,183384.55,,
2026-06-15 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-12 00:00:00,897940.98,243508.53,699133,44700.55,,
2026-06-16 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-15 00:00:00,897940.98,243508.53,624448,-29984.45,,
2026-06-17 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-16 00:00:00,897940.98,243508.53,598845,-55587.45,,
2026-06-18 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-17 00:00:00,897940.98,243508.53,577453,-76979.45,,
2026-06-19 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-18 00:00:00,897940.98,243508.53,540286,-114146.45,,
2026-06-22 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-19 00:00:00,897940.98,243508.53,572149,-82283.45,,
2026-06-23 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-22 00:00:00,897940.98,243508.53,552240,-102192.45,,
2026-06-24 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-23 00:00:00,897940.98,243508.53,633067,-21365.45,,
2026-06-25 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-24 00:00:00,897940.98,243508.53,575094,-79338.45,,
2026-06-29 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-25 00:00:00,897940.98,243508.53,562497,-91935.45,,
2026-06-30 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-29 00:00:00,897940.98,243508.53,593326,-61106.45,,
2026-07-01 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-06-30 00:00:00,897940.98,243508.53,592761,-61671.45,,
2026-07-02 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-01 00:00:00,897940.98,243508.53,586677,-67755.45,,
2026-07-03 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-02 00:00:00,897940.98,243508.53,541612,-112820.45,,
2026-07-06 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-03 00:00:00,897940.98,243508.53,511348,-143084.45,,
2026-07-07 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-06 00:00:00,897940.98,243508.53,476521,-177911.45,,
2026-07-08 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-07 00:00:00,897940.98,243508.53,485569,-168863.45,,
2026-07-09 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-08 00:00:00,897940.98,243508.53,632755,-21677.45,,
2026-07-10 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-09 00:00:00,897940.98,243508.53,611247,-43185.45,,
2026-07-13 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-10 00:00:00,897940.98,243508.53,539175,-115257.45,,
2026-07-14 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-13 00:00:00,897940.98,243508.53,539604,-114828.45,,
2026-07-15 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-14 00:00:00,897940.98,243508.53,602394,-52038.45,,
2026-07-16 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-15 00:00:00,897940.98,243508.53,586462,-67970.45,,
2026-07-17 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-16 00:00:00,897940.98,243508.53,575230,-79202.45,,
2026-07-20 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-17 00:00:00,897940.98,243508.53,520572,-133860.45,,
2026-07-21 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-20 00:00:00,897940.98,243508.53,535704,-118728.45,,
2026-07-22 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-21 00:00:00,897940.98,243508.53,554833,-99599.45,,
2026-07-23 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-22 00:00:00,897940.98,243508.53,608283,-46149.45,,
2026-07-24 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-23 00:00:00,897940.98,243508.53,646152,-8280.45,,
2026-07-27 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-24 00:00:00,897940.98,243508.53,669337,14904.55,,
2026-07-28 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-27 00:00:00,897940.98,243508.53,595686,-58746.45,,
2026-07-29 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-28 00:00:00,897940.98,243508.53,598182,-56250.45,,
2026-07-30 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-29 00:00:00,897940.98,243508.53,541651,-112781.45,,
2026-07-31 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-30 00:00:00,897940.98,243508.53,528333,-126099.45,,
2026-08-03 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-07-31 00:00:00,897940.98,243508.53,501813,-152619.45,,
2026-08-04 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-03 00:00:00,897940.98,243508.53,445360,-209072.45,,
2026-08-05 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-04 00:00:00,897940.98,243508.53,457041,-197391.45,,
2026-08-06 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-05 00:00:00,897940.98,243508.53,431164,-223268.45,,
2026-08-07 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-06 00:00:00,897940.98,243508.53,411586,-242846.45,,
2026-08-10 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-07 00:00:00,897940.98,243508.53,431047,-223385.45,,
2026-08-11 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-10 00:00:00,897940.98,243508.53,428922,-225510.45,,
2026-08-12 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-11 00:00:00,897940.98,243508.53,454252,-200180.45,,
2026-08-13 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-12 00:00:00,897940.98,243508.53,470730,-183702.45,,
2026-08-14 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-13 00:00:00,897940.98,243508.53,465913,-188519.45,,
2026-08-17 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-14 00:00:00,897940.98,243508.53,470496,-183936.45,,
2026-08-18 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-17 00:00:00,897940.98,243508.53,479973,-174459.45,,
2026-08-19 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-18 00:00:00,897940.98,243508.53,529561,-124871.45,,
2026-08-20 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-19 00:00:00,897940.98,243508.53,561171,-93261.45,,
2026-08-21 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-20 00:00:00,897940.98,243508.53,511621,-142811.45,,
2026-08-24 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-21 00:00:00,897940.98,243508.53,514273,-140159.45,,
2026-08-25 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-24 00:00:00,897940.98,243508.53,535021,-119411.45,,
2026-08-26 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-25 00:00:00,897940.98,243508.53,489976,-164456.45,,
2026-08-27 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-26 00:00:00,897940.98,243508.53,498049,-156383.45,,
2026-08-28 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-27 00:00:00,897940.98,243508.53,546000,-108432.45,,
2026-08-31 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-28 00:00:00,897940.98,243508.53,531121,-123311.45,,
2026-09-01 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-08-31 00:00:00,897940.98,243508.53,556803,-97629.45,,
2026-09-02 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-09-01 00:00:00,897940.98,243508.53,612963,-41469.45,,
2026-09-03 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-09-02 00:00:00,897940.98,243508.53,642739,-11693.45,,
2026-09-04 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-09-03 00:00:00,897940.98,243508.53,640263,-14169.45,,
2026-09-07 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-09-04 00:00:00,897940.98,243508.53,624039,-30393.45,,
2026-09-08 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-09-07 00:00:00,897940.98,243508.53,686107,31674.55,,
2026-09-09 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-09-08 00:00:00,897940.98,243508.53,730879,76446.55,,
2026-09-10 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-09-09 00:00:00,897940.98,243508.53,803010,148577.55,,
2026-09-11 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-09-10 00:00:00,897940.98,243508.53,831070,176637.55,,
2026-09-15 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-09-11 00:00:00,897940.98,243508.53,826761,172328.55,,
2026-09-16 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-09-15 00:00:00,897940.98,243508.53,920712,266279.55,,
2026-09-17 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-09-16 00:00:00,897940.98,243508.53,905073,250640.55,,
