Date,Narration,Bill No,Value Date,Debit,Credit,Premimum,Net,nifty  29/12/26  26000 pe,390.0
2025-09-19 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-09-18 00:00:00,866136,0,438075,-428061,,
2025-09-22 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-09-19 00:00:00,866136,0,482737,-383399,,
2025-09-23 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-09-22 00:00:00,866136,0,537187,-328949,,
2025-09-24 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-09-23 00:00:00,866136,0,537600,-328536,,
2025-09-25 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-09-24 00:00:00,866136,0,594225,-271911,,
2025-09-26 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-09-25 00:00:00,866136,0,659400,-206736,,
2025-09-29 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-09-26 00:00:00,866136,0,810150,-55986,,
2025-09-30 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-09-29 00:00:00,866136,0,806287,-59849,,
2025-10-01 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-09-30 00:00:00,866136,0,816862,-49274,,
2025-10-03 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-01 00:00:00,866136,0,708675,-157461,,
2025-10-06 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-03 00:00:00,866136,0,677437,-188699,,
2025-10-07 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-06 00:00:00,866136,0,579525,-286611,,
2025-10-08 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-07 00:00:00,866136,0,555487,-310649,,
2025-10-09 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-08 00:00:00,866136,0,612637,-253499,,
2025-10-10 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-09 00:00:00,866136,0,535875,-330261,,
2025-10-13 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-10 00:00:00,866136,0,470850,-395286,,
2025-10-14 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-13 00:00:00,866136,0,515662,-350474,,
2025-10-15 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-14 00:00:00,866136,0,566400,-299736,,
2025-10-16 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-15 00:00:00,866136,0,458175,-407961,,
2025-10-17 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-16 00:00:00,866136,151121,227070,-487945,,
2025-10-20 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-17 00:00:00,866136,151121,218407,-496608,,
2025-10-23 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-20 00:00:00,866136,151121,177660,-537355,,
2025-10-23 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-21 00:00:00,866136,151121,177052,-537963,,
2025-10-24 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-23 00:00:00,866136,151121,163642,-551373,,
2025-10-27 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-24 00:00:00,866136,151121,189067.5,-525947.5,,
2025-10-28 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-27 00:00:00,866136,151121,149265,-565750,,
2025-10-29 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-28 00:00:00,866136,151121,159795,-555220,,
2025-10-30 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-29 00:00:00,866136,151121,134212,-580803,,
2025-10-31 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-30 00:00:00,866136,151121,162900,-552115,,
2025-11-03 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-10-31 00:00:00,866136,151121,183667,-531348,,
2025-11-04 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-11-03 00:00:00,866136,151121,183622,-531393,,
2025-11-06 00:00:00,Option Premium Bill (NFO) 25-09-2024,OPTDLY/HPC39_5-2509,2025-11-04 00:00:00,866136,151121,219847,-495168,,
2025-11-07 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-11-06 00:00:00,897940.98,151121,258885,-487934.98,,
2025-11-10 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-11-07 00:00:00,897940.98,151121,267210,-479609.98,,
2025-11-11 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-11-10 00:00:00,897940.98,151121,248782,-498037.98,,
2025-11-12 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-11-11 00:00:00,897940.98,151121,232627,-514192.98,,
2025-11-13 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-11-12 00:00:00,897940.98,151121,204682,-542137.98,,
2025-11-14 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-11-13 00:00:00,897940.98,151121,209947,-536872.98,,
2025-11-17 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-11-14 00:00:00,897940.98,151121,208890,-537929.98,,
2025-11-18 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-11-17 00:00:00,897940.98,151121,192645,-554174.98,,
2025-11-19 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-11-18 00:00:00,897940.98,151121,207585,-539234.98,,
2025-11-20 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-11-19 00:00:00,897940.98,151121,193230,-553589.98,,
2025-11-21 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-11-20 00:00:00,897940.98,151121,171832,-574987.98,,
2025-11-24 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-11-21 00:00:00,897940.98,151121,192510,-554309.98,,
2025-11-25 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-11-24 00:00:00,897940.98,151121,200497,-546322.98,,
2025-11-26 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-11-25 00:00:00,897940.98,151121,209317,-537502.98,,
2025-11-27 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-11-26 00:00:00,897940.98,151121,169177,-577642.98,,
2025-11-28 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-11-27 00:00:00,897940.98,151121,161482,-585337.98,,
2025-12-01 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-11-28 00:00:00,897940.98,151121,158422,-588397.98,,
2025-12-02 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-01 00:00:00,897940.98,151121,161977,-584842.98,,
2025-12-03 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-02 00:00:00,897940.98,151121,171675,-575144.98,,
2025-12-04 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-03 00:00:00,897940.98,151121,177952,-568867.98,,
2025-12-05 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-04 00:00:00,897940.98,151121,170122,-576697.98,,
2025-12-08 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-05 00:00:00,897940.98,151121,146700,-600119.98,,
2025-12-09 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-08 00:00:00,897940.98,151121,181125,-565694.98,,
2025-12-10 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-09 00:00:00,897940.98,151121,190147,-556672.98,,
2025-12-11 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-10 00:00:00,897940.98,151121,203895,-542924.98,,
2025-12-12 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-11 00:00:00,897940.98,151121,179235,-567584.98,,
2025-12-15 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-12 00:00:00,897940.98,151121,156307,-590512.98,,
2025-12-16 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-15 00:00:00,897940.98,151121,158490,-588329.98,,
2025-12-17 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-16 00:00:00,897940.98,151121,178965,-567854.98,,
2025-12-18 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-17 00:00:00,897940.98,151121,181800,-565019.98,,
2025-12-19 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-18 00:00:00,897940.98,151121,177232,-569587.98,,
2025-12-22 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-19 00:00:00,897940.98,151121,155700,-591119.98,,
2025-12-23 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-22 00:00:00,897940.98,151121,128700,-618119.98,,
2025-12-24 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-23 00:00:00,897940.98,151121,125392,-621427.98,,
2025-12-26 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-24 00:00:00,897940.98,151121,127125,-619694.98,,
2025-12-29 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-26 00:00:00,897940.98,151121,140625,-606194.98,,
2025-12-30 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-29 00:00:00,897940.98,151121,159277,-587542.98,,
2025-12-31 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-30 00:00:00,897940.98,151121,155362,-591457.98,,
2026-01-01 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2025-12-31 00:00:00,897940.98,151121,127620,-619199.98,,
2026-01-02 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-01 00:00:00,897940.98,151121,124695,-622124.98,,
2026-01-05 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-02 00:00:00,897940.98,151121,109935,-636884.98,,
2026-01-06 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-05 00:00:00,897940.98,151121,121005,-625814.98,,
2026-01-07 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-06 00:00:00,897940.98,151121,127395,-619424.98,,
2026-01-08 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-07 00:00:00,897940.98,151121,129847,-616972.98,,
2026-01-09 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-08 00:00:00,897940.98,151121,168547,-578272.98,,
2026-01-12 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-09 00:00:00,897940.98,151121,202477,-544342.98,,
2026-01-13 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-12 00:00:00,897940.98,151121,185040,-561779.98,,
2026-01-14 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-13 00:00:00,897940.98,151121,196537,-550282.98,,
2026-01-16 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-14 00:00:00,897940.98,151121,209790,-537029.98,,
2026-01-19 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-16 00:00:00,897940.98,151121,200407,-546412.98,,
2026-01-20 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-19 00:00:00,897940.98,151121,232065,-514754.98,,
2026-01-21 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-20 00:00:00,897940.98,151121,325260,-421559.98,,
2026-01-22 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-21 00:00:00,897940.98,151121,357637,-389182.98,,
2026-01-23 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-22 00:00:00,897940.98,151121,301905,-444914.98,,
2026-01-27 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-23 00:00:00,897940.98,151121,385155,-361664.98,,
2026-01-28 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-27 00:00:00,897940.98,151121,334980,-411839.98,,
2026-01-29 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-28 00:00:00,897940.98,151121,304335,-442484.98,,
2026-01-30 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-29 00:00:00,897940.98,151121,279652,-467167.98,,
2026-02-02 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-01-30 00:00:00,897940.98,151121,309645,-437174.98,,
2026-02-02 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-01 00:00:00,897940.98,151121,491107,-255712.98,,
2026-02-03 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-02 00:00:00,897940.98,151121,394312,-352507.98,,
2026-02-04 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-03 00:00:00,897940.98,151121,206842,-539977.98,,
2026-02-05 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-04 00:00:00,897940.98,151121,191227,-555592.98,,
2026-02-06 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-05 00:00:00,897940.98,151121,214132,-532687.98,,
2026-02-09 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-06 00:00:00,897940.98,151121,207990,-538829.98,,
2026-02-10 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-09 00:00:00,897940.98,151121,164587,-582232.98,,
2026-02-11 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-10 00:00:00,897940.98,151121,144765,-602054.98,,
2026-02-12 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-11 00:00:00,897940.98,151121,137205,-609614.98,,
2026-02-13 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-12 00:00:00,897940.98,151121,162765,-584054.98,,
2026-02-16 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-13 00:00:00,897940.98,151121,249007,-497812.98,,
2026-02-17 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-16 00:00:00,897940.98,151121,197167,-549652.98,,
2026-02-18 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-17 00:00:00,897940.98,151121,188797,-558022.98,,
2026-02-19 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-18 00:00:00,897940.98,151121,160897,-585922.98,,
2026-02-20 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-19 00:00:00,897940.98,151121,265815,-481004.98,,
2026-02-23 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-20 00:00:00,897940.98,151121,225450,-521369.98,,
2026-02-24 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-23 00:00:00,897940.98,151121,194197,-552622.98,,
2026-02-25 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-24 00:00:00,897940.98,151121,264937,-481882.98,,
2026-02-26 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-25 00:00:00,897940.98,151121,246352,-500467.98,,
2026-02-27 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-26 00:00:00,897940.98,151121,240705,-506114.98,,
2026-03-02 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-02-27 00:00:00,897940.98,151121,342810,-404009.98,,
2026-03-04 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-03-02 00:00:00,897940.98,151121,486067,-260752.98,,
2026-03-05 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-03-04 00:00:00,897940.98,151121,654952,-91867.98,,
2026-03-06 00:00:00,Option Premium Bill (NFO) 06-11-2025,OPTDLY/HPC39_5-0611,2026-03-05 00:00:00,897940.98,151121,532012,-214807.98,,
2026-03-09 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-03-06 00:00:00,897940.98,23667.68,607947,-266326.3,,
2026-03-10 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-03-09 00:00:00,897940.98,23667.68,738942,-135331.3,,
2026-03-11 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-03-10 00:00:00,897940.98,23667.68,628411,-245862.3,,
2026-03-12 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-03-11 00:00:00,897940.98,23667.68,768951,-105322.3,,
2026-03-13 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-03-12 00:00:00,897940.98,23667.68,822201,-52072.3,,
2026-03-16 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-03-13 00:00:00,897940.98,23667.68,967833,93559.7,,
2026-03-17 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-03-16 00:00:00,897940.98,23667.68,905161,30887.7,,
2026-03-18 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-03-17 00:00:00,897940.98,23667.68,832914,-41359.3,,
2026-03-19 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-03-18 00:00:00,897940.98,23667.68,782283,-91990.3,,
2026-03-20 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-03-19 00:00:00,897940.98,23667.68,811013,-63260.3,,
2026-03-23 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-03-20 00:00:00,897940.98,23667.68,985954,111680.7,,
2026-03-24 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-03-23 00:00:00,897940.98,23667.68,1213390,339116.7,,
2026-03-25 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-03-24 00:00:00,897940.98,23667.68,1061599,187325.7,,
2026-03-27 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-03-25 00:00:00,897940.98,23667.68,938209,63935.7,,
2026-03-30 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-03-27 00:00:00,897940.98,23667.68,1111048,236774.7,,
2026-04-01 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-03-30 00:00:00,897940.98,243508.53,1059279,404846.55,,
2026-04-02 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-01 00:00:00,897940.98,243508.53,935239,280806.55,,
2026-04-06 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-02 00:00:00,897940.98,243508.53,929292,274859.55,,
2026-04-07 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-06 00:00:00,897940.98,243508.53,853437,199004.55,,
2026-04-08 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-07 00:00:00,897940.98,243508.53,825006,170573.55,,
2026-04-09 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-08 00:00:00,897940.98,243508.53,587632,-66800.45,,
2026-04-10 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-09 00:00:00,897940.98,243508.53,630844,-23588.45,,
2026-04-13 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-10 00:00:00,897940.98,243508.53,578760,-75672.45,,
2026-04-15 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-13 00:00:00,897940.98,243508.53,633867,-20565.45,,
2026-04-16 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-15 00:00:00,897940.98,243508.53,535626,-118806.45,,
2026-04-17 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-16 00:00:00,897940.98,243508.53,538999,-115433.45,,
2026-04-20 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-17 00:00:00,897940.98,243508.53,506649,-147783.45,,
2026-04-21 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-20 00:00:00,897940.98,243508.53,515463,-138969.45,,
2026-04-22 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-21 00:00:00,897940.98,243508.53,457587,-196845.45,,
2026-04-23 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-22 00:00:00,897940.98,243508.53,498478,-155954.45,,
2026-04-24 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-23 00:00:00,897940.98,243508.53,550719,-103713.45,,
2026-04-27 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-24 00:00:00,897940.98,243508.53,610662,-43770.45,,
2026-04-28 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-27 00:00:00,897940.98,243508.53,566826,-87606.45,,
2026-04-29 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-28 00:00:00,897940.98,243508.53,601516,-52916.45,,
2026-04-30 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-29 00:00:00,897940.98,243508.53,555984,-98448.45,,
2026-05-04 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-04-30 00:00:00,897940.98,243508.53,604714,-49718.45,,
2026-05-05 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-04 00:00:00,897940.98,243508.53,574216,-80216.45,,
2026-05-06 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-05 00:00:00,897940.98,243508.53,599527,-54905.45,,
2026-05-07 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-06 00:00:00,897940.98,243508.53,513513,-140919.45,,
2026-05-08 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-07 00:00:00,897940.98,243508.53,519850,-134582.45,,
2026-05-11 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-08 00:00:00,897940.98,243508.53,554424,-100008.45,,
2026-05-12 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-11 00:00:00,897940.98,243508.53,642115,-12317.45,,
2026-05-13 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-12 00:00:00,897940.98,243508.53,750886,96453.55,,
2026-05-14 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-13 00:00:00,897940.98,243508.53,751101,96668.55,,
2026-05-15 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-14 00:00:00,897940.98,243508.53,690085,35652.55,,
2026-05-18 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-15 00:00:00,897940.98,243508.53,709293,54860.55,,
2026-05-19 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-18 00:00:00,897940.98,243508.53,715650,61217.55,,
2026-05-20 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-19 00:00:00,897940.98,243508.53,720564,66131.55,,
2026-05-21 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-20 00:00:00,897940.98,243508.53,706777,52344.55,,
2026-05-22 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-21 00:00:00,897940.98,243508.53,708903,54470.55,,
2026-05-25 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-22 00:00:00,897940.98,243508.53,678873,24440.55,,
2026-05-26 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-25 00:00:00,897940.98,243508.53,594516,-59916.45,,
2026-05-27 00:00:00,Option Premium Bill (NFO) 06-03-2026,OPTDLY/HPC39_5-0603,2026-05-26 00:00:00,897940.98,243508.53,619729,-34703.45,,
